play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,duration_minutes,session_date
991,196,2024-12-22 03:41:29.320000-06:00,2024-12-22 10:12:29.320000-06:00,BROWSER,TIMEOUT,2106,391.0,2024-12-22
992,10,2024-12-28 06:06:29.114000-06:00,2024-12-28 15:59:29.114000-06:00,BROWSER,ABORTED,4512,593.0,2024-12-28
993,247,2024-10-14 05:46:42.288000-06:00,2024-10-14 10:22:42.288000-06:00,MOBILE,TIMEOUT,1007,276.0,2024-10-14
994,403,2024-01-23 09:45:51.708000-06:00,2024-01-23 14:09:51.708000-06:00,BROWSER,ABORTED,1842,264.0,2024-01-23
995,270,2024-12-22 11:05:33.696000-06:00,2024-12-22 11:52:33.696000-06:00,MOBILE,TIMEOUT,3930,47.0,2024-12-22
996,165,2024-09-29 06:36:33.225000-06:00,2024-09-29 07:59:33.225000-06:00,BROWSER,COMPLETED,1294,83.0,2024-09-29
997,425,2024-06-29 02:30:45.640000-06:00,2024-06-29 11:25:45.640000-06:00,BROWSER,COMPLETED,1316,535.0,2024-06-29
998,366,2024-12-29 17:07:03.443000-06:00,2024-12-30 02:31:03.443000-06:00,MOBILE,ABORTED,3664,564.0,2024-12-29
999,229,2024-05-20 20:32:59.553000-06:00,2024-05-21 03:45:59.553000-06:00,MOBILE,COMPLETED,4516,433.0,2024-05-20
1000,154,2024-09-29 00:06:06.127000-06:00,2024-09-29 07:03:06.127000-06:00,BROWSER,COMPLETED,1663,417.0,2024-09-29
1001,3,2024-12-30 05:49:14.804000-06:00,2024-12-30 10:43:14.804000-06:00,MOBILE,ABORTED,4855,294.0,2024-12-30
1002,457,2024-01-17 03:47:14.405000-06:00,2024-01-17 09:20:14.405000-06:00,MOBILE,TIMEOUT,834,333.0,2024-01-17
1003,87,2024-11-22 01:01:45.877000-06:00,2024-11-22 05:20:45.877000-06:00,BROWSER,TIMEOUT,3150,259.0,2024-11-22
1004,32,2024-12-26 18:36:04.885000-06:00,2024-12-26 20:44:04.885000-06:00,BROWSER,COMPLETED,4855,128.0,2024-12-26
1005,238,2024-10-22 17:31:37.971000-06:00,2024-10-22 18:05:37.971000-06:00,BROWSER,TIMEOUT,4369,34.0,2024-10-22
1007,38,2024-12-06 09:19:19.262000-06:00,2024-12-06 12:41:19.262000-06:00,BROWSER,ABORTED,4000,202.0,2024-12-06
1008,352,2024-10-13 14:17:02.062000-06:00,2024-10-13 16:10:02.062000-06:00,BROWSER,COMPLETED,3197,113.0,2024-10-13
1009,428,2024-12-23 00:31:27.548000-06:00,2024-12-23 06:40:27.548000-06:00,MOBILE,COMPLETED,4404,369.0,2024-12-23
1010,73,2024-11-27 04:15:33.005000-06:00,2024-11-27 09:46:33.005000-06:00,BROWSER,TIMEOUT,4741,331.0,2024-11-27
1011,140,2024-12-25 01:26:45.577000-06:00,2024-12-25 10:40:45.577000-06:00,MOBILE,TIMEOUT,2527,554.0,2024-12-25
1012,181,2024-12-03 05:23:10.182000-06:00,2024-12-03 13:10:10.182000-06:00,BROWSER,TIMEOUT,477,467.0,2024-12-03
1013,359,2024-11-11 04:33:56.467000-06:00,2024-11-11 07:35:56.467000-06:00,BROWSER,ABORTED,410,182.0,2024-11-11
1014,418,2024-12-30 20:34:20.363000-06:00,2024-12-30 23:50:20.363000-06:00,MOBILE,COMPLETED,2352,196.0,2024-12-30
1015,24,2024-12-09 01:11:52.061000-06:00,2024-12-09 01:28:52.061000-06:00,BROWSER,COMPLETED,4357,17.0,2024-12-09
1016,461,2024-12-03 07:57:23.278000-06:00,2024-12-03 14:32:23.278000-06:00,MOBILE,TIMEOUT,613,395.0,2024-12-03
1017,17,2024-12-30 05:24:03.521000-06:00,2024-12-30 08:03:03.521000-06:00,MOBILE,COMPLETED,2257,159.0,2024-12-30
1018,331,2024-11-28 06:26:59.372000-06:00,2024-11-28 16:07:59.372000-06:00,MOBILE,ABORTED,3128,581.0,2024-11-28
1019,232,2024-12-15 03:30:04.013000-06:00,2024-12-15 07:45:04.013000-06:00,BROWSER,COMPLETED,2524,255.0,2024-12-15
1020,214,2024-09-10 04:37:17.501000-06:00,2024-09-10 11:39:17.501000-06:00,MOBILE,TIMEOUT,390,422.0,2024-09-10
1021,85,2024-04-20 02:27:04.274000-06:00,2024-04-20 09:57:04.274000-06:00,MOBILE,COMPLETED,1290,450.0,2024-04-20
1022,432,2024-05-14 03:54:30.288000-06:00,2024-05-14 04:25:30.288000-06:00,BROWSER,ABORTED,255,31.0,2024-05-14
1023,287,2024-12-29 02:35:36.324000-06:00,2024-12-29 03:02:36.324000-06:00,BROWSER,TIMEOUT,3431,27.0,2024-12-29
1024,251,2024-07-28 03:22:39.437000-06:00,2024-07-28 10:22:39.437000-06:00,BROWSER,COMPLETED,4235,420.0,2024-07-28
1025,356,2024-12-03 18:09:55.014000-06:00,2024-12-03 21:01:55.014000-06:00,MOBILE,TIMEOUT,4962,172.0,2024-12-03
1026,313,2024-12-22 14:23:41.048000-06:00,2024-12-22 16:02:41.048000-06:00,MOBILE,TIMEOUT,2609,99.0,2024-12-22
1027,300,2024-10-15 10:26:29.997000-06:00,2024-10-15 17:36:29.997000-06:00,BROWSER,COMPLETED,2422,430.0,2024-10-15
1028,216,2024-11-23 01:59:05.724000-06:00,2024-11-23 09:52:05.724000-06:00,BROWSER,TIMEOUT,101,473.0,2024-11-23
1029,135,2024-12-13 07:30:59.843000-06:00,2024-12-13 11:23:59.843000-06:00,BROWSER,ABORTED,4257,233.0,2024-12-13
1030,28,2024-11-14 02:52:06.090000-06:00,2024-11-14 03:31:06.090000-06:00,MOBILE,COMPLETED,4668,39.0,2024-11-14
1031,166,2024-11-23 00:10:54.402000-06:00,2024-11-23 02:54:54.402000-06:00,MOBILE,TIMEOUT,2225,164.0,2024-11-23
1032,428,2024-12-25 14:02:29.776000-06:00,2024-12-25 16:28:29.776000-06:00,BROWSER,COMPLETED,2187,146.0,2024-12-25
1033,104,2024-12-22 22:29:09.231000-06:00,2024-12-23 00:13:09.231000-06:00,MOBILE,COMPLETED,2978,104.0,2024-12-22
1034,100,2024-12-25 05:17:06.062000-06:00,2024-12-25 13:02:06.062000-06:00,MOBILE,ABORTED,2114,465.0,2024-12-25
1035,356,2024-12-26 10:12:17.998000-06:00,2024-12-26 15:29:17.998000-06:00,MOBILE,TIMEOUT,3594,317.0,2024-12-26
1036,59,2024-12-30 15:37:21.128000-06:00,2024-12-30 21:41:21.128000-06:00,MOBILE,TIMEOUT,765,364.0,2024-12-30
1038,86,2024-12-28 08:08:38.321000-06:00,2024-12-28 10:52:38.321000-06:00,BROWSER,TIMEOUT,3034,164.0,2024-12-28
1039,352,2024-11-23 12:46:17.005000-06:00,2024-11-23 14:21:17.005000-06:00,BROWSER,ABORTED,3590,95.0,2024-11-23
1040,383,2024-10-01 20:35:54.576000-06:00,2024-10-02 03:39:54.576000-06:00,BROWSER,COMPLETED,2626,424.0,2024-10-01
1041,199,2024-11-25 03:39:49.157000-06:00,2024-11-25 10:13:49.157000-06:00,BROWSER,TIMEOUT,4470,394.0,2024-11-25
1042,285,2024-09-28 22:36:25.336000-06:00,2024-09-29 01:01:25.336000-06:00,MOBILE,ABORTED,2116,145.0,2024-09-28
1043,382,2024-12-15 21:02:34.944000-06:00,2024-12-16 00:19:34.944000-06:00,BROWSER,TIMEOUT,2303,197.0,2024-12-15
1044,156,2024-12-24 05:09:33.744000-06:00,2024-12-24 14:58:33.744000-06:00,BROWSER,COMPLETED,2046,589.0,2024-12-24
1045,245,2024-07-08 23:40:41.184000-06:00,2024-07-08 23:50:41.184000-06:00,MOBILE,ABORTED,1343,10.0,2024-07-08
1046,381,2024-12-26 09:25:04.490000-06:00,2024-12-26 11:13:04.490000-06:00,BROWSER,ABORTED,4730,108.0,2024-12-26
1047,190,2024-11-30 08:39:24.717000-06:00,2024-11-30 15:32:24.717000-06:00,MOBILE,ABORTED,2075,413.0,2024-11-30
1048,112,2024-11-09 13:11:43.118000-06:00,2024-11-09 22:12:43.118000-06:00,MOBILE,COMPLETED,4314,541.0,2024-11-09
1049,383,2024-10-16 05:41:13.446000-06:00,2024-10-16 12:52:13.446000-06:00,MOBILE,COMPLETED,3384,431.0,2024-10-16
1050,192,2024-08-31 23:59:12.081000-06:00,2024-09-01 04:38:12.081000-06:00,MOBILE,COMPLETED,117,279.0,2024-08-31
1051,51,2024-10-22 10:07:27.147000-06:00,2024-10-22 11:23:27.147000-06:00,BROWSER,TIMEOUT,1209,76.0,2024-10-22
1052,362,2024-12-27 06:49:35.527000-06:00,2024-12-27 12:03:35.527000-06:00,BROWSER,ABORTED,4508,314.0,2024-12-27
1053,148,2024-06-22 10:31:57.699000-06:00,2024-06-22 11:21:57.699000-06:00,MOBILE,TIMEOUT,1259,50.0,2024-06-22
1054,32,2024-12-27 07:30:09.373000-06:00,2024-12-27 16:07:09.373000-06:00,MOBILE,ABORTED,2632,517.0,2024-12-27
1055,106,2024-07-26 01:31:31.396000-06:00,2024-07-26 09:17:31.396000-06:00,BROWSER,COMPLETED,701,466.0,2024-07-26
1056,432,2024-12-18 23:33:07.499000-06:00,2024-12-19 08:47:07.499000-06:00,BROWSER,ABORTED,4864,554.0,2024-12-18
1057,181,2024-12-07 06:36:44.370000-06:00,2024-12-07 13:49:44.370000-06:00,BROWSER,TIMEOUT,3590,433.0,2024-12-07
1058,331,2024-12-05 09:20:56.177000-06:00,2024-12-05 11:01:56.177000-06:00,MOBILE,TIMEOUT,315,101.0,2024-12-05
1059,463,2024-12-14 09:34:07.412000-06:00,2024-12-14 13:30:07.412000-06:00,MOBILE,COMPLETED,3288,236.0,2024-12-14
1060,281,2024-12-24 07:07:44.844000-06:00,2024-12-24 08:20:44.844000-06:00,MOBILE,ABORTED,4992,73.0,2024-12-24
1061,323,2024-12-02 04:22:28.400000-06:00,2024-12-02 12:01:28.400000-06:00,MOBILE,COMPLETED,3674,459.0,2024-12-02
1062,451,2024-05-23 19:59:19.495000-06:00,2024-05-24 00:33:19.495000-06:00,BROWSER,TIMEOUT,3037,274.0,2024-05-23
1063,78,2024-10-18 19:41:39.407000-06:00,2024-10-19 00:25:39.407000-06:00,BROWSER,COMPLETED,1097,284.0,2024-10-18
1064,216,2024-12-07 14:08:26.660000-06:00,2024-12-07 18:17:26.660000-06:00,BROWSER,COMPLETED,933,249.0,2024-12-07
1065,258,2024-11-25 08:24:18.299000-06:00,2024-11-25 15:01:18.299000-06:00,BROWSER,COMPLETED,3869,397.0,2024-11-25
1066,180,2024-12-21 20:34:04.454000-06:00,2024-12-22 06:34:04.454000-06:00,BROWSER,COMPLETED,4994,600.0,2024-12-21
1067,83,2024-12-16 21:21:04.536000-06:00,2024-12-17 02:05:04.536000-06:00,BROWSER,COMPLETED,2203,284.0,2024-12-16
1068,425,2024-07-27 14:51:32.110000-06:00,2024-07-27 17:44:32.110000-06:00,BROWSER,TIMEOUT,4374,173.0,2024-07-27
1069,443,2024-12-30 09:45:33.231000-06:00,2024-12-30 16:25:33.231000-06:00,MOBILE,ABORTED,1372,400.0,2024-12-30
1070,80,2024-12-30 11:46:06.684000-06:00,2024-12-30 15:09:06.684000-06:00,BROWSER,ABORTED,2930,203.0,2024-12-30
1071,245,2024-12-27 18:00:53.154000-06:00,2024-12-28 03:20:53.154000-06:00,MOBILE,TIMEOUT,347,560.0,2024-12-27
1072,37,2024-12-29 08:17:35.092000-06:00,2024-12-29 18:15:35.092000-06:00,MOBILE,ABORTED,4177,598.0,2024-12-29
1073,384,2024-10-04 18:25:30.108000-06:00,2024-10-04 21:11:30.108000-06:00,BROWSER,TIMEOUT,1870,166.0,2024-10-04
1074,327,2024-09-24 19:37:57.416000-06:00,2024-09-25 01:11:57.416000-06:00,MOBILE,TIMEOUT,505,334.0,2024-09-24
1075,48,2024-01-14 19:05:19.112000-06:00,2024-01-15 04:07:19.112000-06:00,MOBILE,ABORTED,1570,542.0,2024-01-14
1076,485,2024-10-18 01:25:13.106000-06:00,2024-10-18 07:39:13.106000-06:00,MOBILE,ABORTED,1789,374.0,2024-10-18
1077,13,2024-10-21 02:36:03.597000-06:00,2024-10-21 10:29:03.597000-06:00,BROWSER,ABORTED,672,473.0,2024-10-21
1078,300,2024-11-19 05:04:37.500000-06:00,2024-11-19 13:17:37.500000-06:00,BROWSER,COMPLETED,2091,493.0,2024-11-19
1079,435,2024-01-31 16:01:08.368000-06:00,2024-01-31 17:20:08.368000-06:00,BROWSER,TIMEOUT,4947,79.0,2024-01-31
1080,19,2024-05-29 09:14:50.252000-06:00,2024-05-29 17:30:50.252000-06:00,MOBILE,TIMEOUT,4357,496.0,2024-05-29
1081,164,2024-12-19 09:07:44.598000-06:00,2024-12-19 14:20:44.598000-06:00,BROWSER,ABORTED,2011,313.0,2024-12-19
1082,54,2024-10-10 22:30:50.785000-06:00,2024-10-11 01:11:50.785000-06:00,BROWSER,COMPLETED,4980,161.0,2024-10-10
1083,150,2024-11-06 15:12:22.191000-06:00,2024-11-06 23:13:22.191000-06:00,MOBILE,TIMEOUT,1170,481.0,2024-11-06
1084,123,2024-07-05 08:57:20.103000-06:00,2024-07-05 18:32:20.103000-06:00,BROWSER,ABORTED,3924,575.0,2024-07-05
1085,305,2024-12-30 06:45:17.090000-06:00,2024-12-30 15:04:17.090000-06:00,MOBILE,TIMEOUT,1466,499.0,2024-12-30
1086,442,2024-04-18 14:07:56.665000-06:00,2024-04-18 21:46:56.665000-06:00,BROWSER,COMPLETED,3017,459.0,2024-04-18
1087,94,2024-10-21 13:38:30.181000-06:00,2024-10-21 18:18:30.181000-06:00,BROWSER,TIMEOUT,276,280.0,2024-10-21
1088,411,2024-12-07 10:26:33.657000-06:00,2024-12-07 17:22:33.657000-06:00,BROWSER,ABORTED,3397,416.0,2024-12-07
1089,17,2024-12-30 17:39:57.056000-06:00,2024-12-30 18:45:57.056000-06:00,MOBILE,COMPLETED,365,66.0,2024-12-30
1090,398,2024-10-18 16:22:35.169000-06:00,2024-10-19 01:50:35.169000-06:00,BROWSER,COMPLETED,4775,568.0,2024-10-18
1091,454,2024-04-14 21:55:20.669000-06:00,2024-04-15 05:46:20.669000-06:00,MOBILE,ABORTED,3444,471.0,2024-04-14
1092,151,2024-09-08 15:47:51.197000-06:00,2024-09-08 16:07:51.197000-06:00,MOBILE,ABORTED,2802,20.0,2024-09-08
1093,71,2024-12-21 09:43:06.091000-06:00,2024-12-21 17:16:06.091000-06:00,BROWSER,TIMEOUT,1045,453.0,2024-12-21
1094,163,2024-11-24 21:29:34.142000-06:00,2024-11-25 03:15:34.142000-06:00,MOBILE,ABORTED,426,346.0,2024-11-24
1095,341,2024-12-30 04:11:45.794000-06:00,2024-12-30 11:44:45.794000-06:00,MOBILE,ABORTED,1879,453.0,2024-12-30
1096,294,2024-12-20 09:32:51.936000-06:00,2024-12-20 13:59:51.936000-06:00,BROWSER,ABORTED,2597,267.0,2024-12-20
1097,107,2024-12-02 07:31:51.607000-06:00,2024-12-02 16:25:51.607000-06:00,MOBILE,COMPLETED,3315,534.0,2024-12-02
1098,448,2024-11-26 22:15:09.095000-06:00,2024-11-27 03:45:09.095000-06:00,BROWSER,ABORTED,2645,330.0,2024-11-26
1099,224,2024-12-04 10:51:30.105000-06:00,2024-12-04 11:57:30.105000-06:00,MOBILE,TIMEOUT,871,66.0,2024-12-04
1100,87,2024-12-14 18:45:05.089000-06:00,2024-12-15 00:55:05.089000-06:00,MOBILE,COMPLETED,4585,370.0,2024-12-14
1101,446,2024-12-30 02:53:34.044000-06:00,2024-12-30 08:14:34.044000-06:00,BROWSER,TIMEOUT,4643,321.0,2024-12-30
1102,49,2024-11-04 00:59:05.625000-06:00,2024-11-04 01:11:05.625000-06:00,MOBILE,ABORTED,3956,12.0,2024-11-04
1103,139,2024-11-14 23:18:45.561000-06:00,2024-11-15 08:23:45.561000-06:00,MOBILE,TIMEOUT,1222,545.0,2024-11-14
1104,263,2024-09-05 12:25:08.951000-06:00,2024-09-05 19:47:08.951000-06:00,BROWSER,TIMEOUT,4532,442.0,2024-09-05
1105,279,2024-12-12 16:11:51.940000-06:00,2024-12-13 02:08:51.940000-06:00,MOBILE,ABORTED,1530,597.0,2024-12-12
1106,105,2024-12-22 20:23:38.364000-06:00,2024-12-23 00:39:38.364000-06:00,MOBILE,COMPLETED,2421,256.0,2024-12-22
1107,214,2024-12-23 12:14:30.216000-06:00,2024-12-23 13:36:30.216000-06:00,MOBILE,COMPLETED,3705,82.0,2024-12-23
1108,144,2024-12-23 16:26:45.829000-06:00,2024-12-23 21:51:45.829000-06:00,MOBILE,COMPLETED,3027,325.0,2024-12-23
1109,225,2024-12-20 00:51:32.591000-06:00,2024-12-20 01:28:32.591000-06:00,MOBILE,COMPLETED,3336,37.0,2024-12-20
1110,227,2024-06-30 18:38:03.894000-06:00,2024-06-30 23:01:03.894000-06:00,MOBILE,COMPLETED,672,263.0,2024-06-30
1111,64,2024-12-28 07:09:02.921000-06:00,2024-12-28 15:06:02.921000-06:00,MOBILE,ABORTED,2670,477.0,2024-12-28
1112,421,2024-12-18 12:51:54.801000-06:00,2024-12-18 22:08:54.801000-06:00,MOBILE,TIMEOUT,1282,557.0,2024-12-18
1113,48,2024-08-30 21:18:13.581000-06:00,2024-08-30 21:54:13.581000-06:00,MOBILE,ABORTED,3366,36.0,2024-08-30
1114,115,2024-12-12 01:01:11.665000-06:00,2024-12-12 06:24:11.665000-06:00,BROWSER,TIMEOUT,3530,323.0,2024-12-12
1115,79,2024-12-30 14:26:34.604000-06:00,2024-12-30 19:46:34.604000-06:00,BROWSER,TIMEOUT,3660,320.0,2024-12-30
1116,215,2024-10-10 21:56:26.994000-06:00,2024-10-11 04:09:26.994000-06:00,BROWSER,TIMEOUT,333,373.0,2024-10-10
1117,103,2024-12-28 05:02:36.297000-06:00,2024-12-28 05:30:36.297000-06:00,MOBILE,COMPLETED,1794,28.0,2024-12-28
1118,433,2024-12-05 22:09:19.523000-06:00,2024-12-06 06:26:19.523000-06:00,MOBILE,ABORTED,572,497.0,2024-12-05
1119,336,2024-12-30 09:35:27.763000-06:00,2024-12-30 16:40:27.763000-06:00,BROWSER,COMPLETED,2380,425.0,2024-12-30
1120,121,2024-11-08 23:03:49.690000-06:00,2024-11-09 03:48:49.690000-06:00,MOBILE,ABORTED,480,285.0,2024-11-08
1121,99,2024-12-25 14:33:58.317000-06:00,2024-12-25 22:35:58.317000-06:00,MOBILE,ABORTED,4320,482.0,2024-12-25
1122,170,2024-12-30 06:10:39.437000-06:00,2024-12-30 11:24:39.437000-06:00,BROWSER,TIMEOUT,3747,314.0,2024-12-30
1123,112,2024-12-03 13:38:35.174000-06:00,2024-12-03 15:39:35.174000-06:00,BROWSER,TIMEOUT,935,121.0,2024-12-03
1124,260,2024-06-21 00:34:00.311000-06:00,2024-06-21 04:32:00.311000-06:00,BROWSER,TIMEOUT,4824,238.0,2024-06-21
1126,184,2024-12-23 02:09:39.401000-06:00,2024-12-23 07:33:39.401000-06:00,BROWSER,COMPLETED,4828,324.0,2024-12-23
1127,415,2024-01-09 08:41:00.006000-06:00,2024-01-09 14:06:00.006000-06:00,BROWSER,COMPLETED,3933,325.0,2024-01-09
1128,156,2024-12-25 09:44:00.178000-06:00,2024-12-25 16:21:00.178000-06:00,MOBILE,TIMEOUT,1395,397.0,2024-12-25
1129,123,2024-09-09 03:04:38.145000-06:00,2024-09-09 04:22:38.145000-06:00,BROWSER,TIMEOUT,542,78.0,2024-09-09
1130,489,2024-12-08 17:15:22.240000-06:00,2024-12-08 19:06:22.240000-06:00,BROWSER,COMPLETED,4215,111.0,2024-12-08
1131,292,2024-12-30 16:43:49.317000-06:00,2024-12-30 18:34:49.317000-06:00,MOBILE,TIMEOUT,1657,111.0,2024-12-30
1132,303,2024-09-29 03:10:23.377000-06:00,2024-09-29 09:09:23.377000-06:00,MOBILE,ABORTED,2806,359.0,2024-09-29
1133,402,2024-11-26 12:58:17.151000-06:00,2024-11-26 20:43:17.151000-06:00,MOBILE,TIMEOUT,2800,465.0,2024-11-26
1134,364,2024-12-25 00:26:54.873000-06:00,2024-12-25 03:28:54.873000-06:00,BROWSER,COMPLETED,2441,182.0,2024-12-25
1135,398,2024-12-30 10:20:15.796000-06:00,2024-12-30 19:39:15.796000-06:00,BROWSER,ABORTED,1280,559.0,2024-12-30
1136,494,2024-09-03 12:03:04.200000-06:00,2024-09-03 12:56:04.200000-06:00,BROWSER,TIMEOUT,178,53.0,2024-09-03
1137,13,2024-11-18 04:51:39.498000-06:00,2024-11-18 07:54:39.498000-06:00,MOBILE,COMPLETED,4560,183.0,2024-11-18
1138,92,2024-12-06 12:51:47.309000-06:00,2024-12-06 18:19:47.309000-06:00,MOBILE,ABORTED,1539,328.0,2024-12-06
1139,350,2024-12-30 15:06:56.173000-06:00,2024-12-30 21:22:56.173000-06:00,MOBILE,TIMEOUT,4205,376.0,2024-12-30
1140,34,2024-12-18 22:59:30.458000-06:00,2024-12-19 04:14:30.458000-06:00,BROWSER,TIMEOUT,2424,315.0,2024-12-18
1141,64,2024-12-30 16:12:02.824000-06:00,2024-12-30 19:43:02.824000-06:00,MOBILE,COMPLETED,3489,211.0,2024-12-30
1142,368,2024-12-19 08:21:23.151000-06:00,2024-12-19 18:14:23.151000-06:00,MOBILE,TIMEOUT,359,593.0,2024-12-19
1143,195,2024-10-24 22:29:30.699000-06:00,2024-10-25 04:59:30.699000-06:00,BROWSER,ABORTED,568,390.0,2024-10-24
1144,88,2024-08-30 02:20:34.589000-06:00,2024-08-30 04:35:34.589000-06:00,MOBILE,ABORTED,2486,135.0,2024-08-30
1145,78,2024-11-26 21:58:06.405000-06:00,2024-11-27 07:43:06.405000-06:00,MOBILE,COMPLETED,423,585.0,2024-11-26
1146,293,2024-12-25 21:50:31.087000-06:00,2024-12-26 02:36:31.087000-06:00,MOBILE,TIMEOUT,817,286.0,2024-12-25
1147,313,2024-12-29 03:37:08.762000-06:00,2024-12-29 13:16:08.762000-06:00,BROWSER,ABORTED,1265,579.0,2024-12-29
1148,340,2024-12-30 16:45:43.090000-06:00,2024-12-30 22:21:43.090000-06:00,MOBILE,COMPLETED,2594,336.0,2024-12-30
1149,207,2024-12-28 18:33:08.087000-06:00,2024-12-29 04:13:08.087000-06:00,BROWSER,ABORTED,1067,580.0,2024-12-28
1150,126,2024-12-27 09:18:40.063000-06:00,2024-12-27 19:14:40.063000-06:00,BROWSER,COMPLETED,3421,596.0,2024-12-27
1151,198,2024-07-12 06:44:45.197000-06:00,2024-07-12 11:43:45.197000-06:00,BROWSER,ABORTED,3680,299.0,2024-07-12
1152,347,2024-12-17 16:23:31.980000-06:00,2024-12-17 23:05:31.980000-06:00,BROWSER,COMPLETED,1652,402.0,2024-12-17
1153,494,2024-12-12 21:59:04.403000-06:00,2024-12-13 05:06:04.403000-06:00,BROWSER,TIMEOUT,1207,427.0,2024-12-12
1155,335,2024-03-31 23:50:47.305000-06:00,2024-04-01 06:24:47.305000-06:00,MOBILE,TIMEOUT,2783,394.0,2024-03-31
1157,127,2024-12-28 05:20:25.870000-06:00,2024-12-28 12:11:25.870000-06:00,MOBILE,COMPLETED,1624,411.0,2024-12-28
1158,399,2024-12-15 05:29:16.953000-06:00,2024-12-15 15:05:16.953000-06:00,BROWSER,COMPLETED,3861,576.0,2024-12-15
1159,408,2024-12-26 05:02:40.223000-06:00,2024-12-26 09:39:40.223000-06:00,BROWSER,ABORTED,956,277.0,2024-12-26
1160,392,2024-11-08 05:00:30.729000-06:00,2024-11-08 12:31:30.729000-06:00,BROWSER,COMPLETED,1506,451.0,2024-11-08
1162,456,2024-11-27 20:53:07.263000-06:00,2024-11-27 23:44:07.263000-06:00,BROWSER,TIMEOUT,956,171.0,2024-11-27
1163,442,2024-07-19 09:19:18.289000-06:00,2024-07-19 13:00:18.289000-06:00,BROWSER,TIMEOUT,2464,221.0,2024-07-19
1164,72,2024-03-27 08:09:30.178000-06:00,2024-03-27 16:34:30.178000-06:00,MOBILE,COMPLETED,2000,505.0,2024-03-27
1165,46,2024-12-21 23:56:02.682000-06:00,2024-12-22 01:00:02.682000-06:00,MOBILE,COMPLETED,3534,64.0,2024-12-21
1166,172,2024-12-26 03:49:43.498000-06:00,2024-12-26 08:24:43.498000-06:00,BROWSER,COMPLETED,4999,275.0,2024-12-26
1167,332,2024-10-09 18:08:25.090000-06:00,2024-10-10 03:37:25.090000-06:00,MOBILE,COMPLETED,2904,569.0,2024-10-09
1168,278,2024-12-18 18:43:21.200000-06:00,2024-12-18 22:08:21.200000-06:00,BROWSER,ABORTED,2845,205.0,2024-12-18
1169,40,2024-07-08 08:21:33.010000-06:00,2024-07-08 10:30:33.010000-06:00,MOBILE,COMPLETED,4773,129.0,2024-07-08
1171,462,2024-05-12 09:25:03.352000-06:00,2024-05-12 11:42:03.352000-06:00,MOBILE,ABORTED,3095,137.0,2024-05-12
1172,72,2024-12-13 08:26:38.107000-06:00,2024-12-13 13:02:38.107000-06:00,MOBILE,COMPLETED,2921,276.0,2024-12-13
1173,5,2024-12-22 22:30:42.111000-06:00,2024-12-23 03:41:42.111000-06:00,BROWSER,ABORTED,1904,311.0,2024-12-22
1174,500,2024-12-19 04:29:23.009000-06:00,2024-12-19 11:42:23.009000-06:00,BROWSER,COMPLETED,2691,433.0,2024-12-19
1175,484,2024-12-30 08:35:21.274000-06:00,2024-12-30 17:46:21.274000-06:00,BROWSER,COMPLETED,1029,551.0,2024-12-30
1176,16,2024-12-03 00:01:47.015000-06:00,2024-12-03 01:15:47.015000-06:00,MOBILE,ABORTED,521,74.0,2024-12-03
1177,406,2024-07-21 23:32:43.059000-06:00,2024-07-22 08:38:43.059000-06:00,MOBILE,COMPLETED,1944,546.0,2024-07-21
1178,118,2024-12-30 18:02:03.232000-06:00,2024-12-30 21:30:03.232000-06:00,BROWSER,COMPLETED,4372,208.0,2024-12-30
1179,103,2024-12-29 21:17:51.784000-06:00,2024-12-30 01:42:51.784000-06:00,BROWSER,ABORTED,310,265.0,2024-12-29
1180,499,2024-12-29 15:49:02.135000-06:00,2024-12-29 17:19:02.135000-06:00,MOBILE,COMPLETED,4882,90.0,2024-12-29
1181,472,2024-10-18 21:01:03.930000-06:00,2024-10-19 05:59:03.930000-06:00,BROWSER,COMPLETED,4181,538.0,2024-10-18
1182,175,2024-12-05 20:15:45.273000-06:00,2024-12-05 22:36:45.273000-06:00,BROWSER,ABORTED,1156,141.0,2024-12-05
1183,300,2024-12-13 22:41:58.498000-06:00,2024-12-14 01:42:58.498000-06:00,BROWSER,ABORTED,4504,181.0,2024-12-13
1185,432,2024-12-27 03:51:22.054000-06:00,2024-12-27 10:20:22.054000-06:00,BROWSER,TIMEOUT,4299,389.0,2024-12-27
1186,89,2024-12-05 13:38:25.158000-06:00,2024-12-05 23:10:25.158000-06:00,MOBILE,COMPLETED,4745,572.0,2024-12-05
1187,184,2024-12-25 01:42:07.630000-06:00,2024-12-25 11:16:07.630000-06:00,BROWSER,TIMEOUT,1503,574.0,2024-12-25
1188,44,2024-08-22 11:49:10.288000-06:00,2024-08-22 17:04:10.288000-06:00,MOBILE,COMPLETED,220,315.0,2024-08-22
1189,484,2024-12-30 18:13:35.454000-06:00,2024-12-30 21:44:35.454000-06:00,MOBILE,COMPLETED,2974,211.0,2024-12-30
1190,432,2024-12-27 12:22:23.017000-06:00,2024-12-27 15:02:23.017000-06:00,BROWSER,TIMEOUT,3156,160.0,2024-12-27
1191,447,2024-09-19 01:58:42.738000-06:00,2024-09-19 05:11:42.738000-06:00,MOBILE,TIMEOUT,1100,193.0,2024-09-19
1192,326,2024-12-16 17:29:11.053000-06:00,2024-12-17 02:58:11.053000-06:00,BROWSER,COMPLETED,2089,569.0,2024-12-16
